title,time,fake or real,topic
أصوات مرعبة سمعت لأكثر من 10 أيام بالصين قيل إنها لتنين- زائف جزئيا,10 يوليو 2020,fake,علاج
البقدونس في المنزل صيدلية شبه متكاملة.. زائف جزئيا,10 يوليو 2020,fake,رياضة
وفاة الشيخ عبد الرحيم الشعراوي في يوليو 2020 – زائف فالشيخ عبدالرحيم توفي عام 2012,9 يوليو 2020,fake,وباء
جائزة ربحتها لأنك تشارك معنا وهذه آخر فرصة لك للاستلام! .. مسابقات زائفة تنتشر بهذه الصياغة,9 يوليو 2020,fake,تقنية
هذه الصورة لحريق في غابة الأمازون على شكل ببغاء مُعدلة بالفوتوشوب وليست حقيقيّة.,9 يوليو 2020,fake,لعبة
هؤلاء ليسوا أتراك يعتدون على مغاربة عند الحدود اليونانية بل يعود المقطع لروسيين,8 يوليو 2020,fake,ديمقراطية
البرق يضرب نهرًا في ولاية مونتانا الأمريكية(فيديو)– خبر مضلل,7 يوليو 2020,fake,كرة القدم
نرجيلة ضخمة في تايلاند بسعر 1000 دولار لليلة الواحدة – مضلل,7 يوليو 2020,fake,وباء
صورة تُظهر نتيجة تجارب لقاح شلل الأطفال التي يوزعها بيل جيتس في إفريقيا.. مضلل,7 يوليو 2020,fake,كرة القدم
جبال دانكسيا في الصين ذات الألوان الزاهية – الصورة معدلة بالفوتوشوب وليست حقيقية,6 يوليو 2020,fake,وباء
علاج السرطان عن طريق فيتامين ب17 الموجود في بذور المشمش .. زائف,6 يوليو 2020,fake,حكومة
خيوط النياط عبارة عن أوتار موجودة في القلب تتمزّق عند الحزن (صور)- زائف جزئيًّا,5 يوليو 2020,fake,حكومة
عسل النحل مع الشمع الخاص به وزيت الزيتون في مياه علاج كورونا وفقًا لحلم سيدة… زائف,5 يوليو 2020,fake,علاج
شباب يحتفلون بعيد ميلاد والِدهم فربطوه في بلالين خرجت بعدها عن السيطرة – مضلل,4 يوليو 2020,fake,رئيس
حل مفيد في حالة انقطاع الكهرباء توليد الكهرباء ذاتيا…. زائف,2 يوليو 2020,fake,إنترنت
مقطع يُظهر الكتابة الرقمية في السماء من خلال تقنية 5G – مضلل,2 يوليو 2020,fake,وباء
خلل في طاقة المنزل هو سبب انتشار الحشرات فيه – زائف,1 يوليو 2020,fake,مدرب
ماعز تلد جديًا بأربع أعين وأربعة قرون في جنوب السودان (صورة) – زائف,30 يونيو 2020,fake,مباراة
تمثال ضخم تكريمًا للأطباء على تضحياتهم خلال جائحة كوفيد-19- صحيح,30 يونيو 2020,real,جهاز
الطبيب الأمريكي أندرو كوفمان يؤكد على تجاوزات خطيرة في طريقة تشخيص كورونا وتسجيل الحالات – زائف جزئيا,29 يونيو 2020,fake,دواء
أجسام غريبة تظهر على سطح القمر بشكل مريب (مقطع) – مفبرك,28 يونيو 2020,fake,علاج
الغرغرة بالماء والملح واستنشاق الهواء الحار يقضيان على فيروس كورونا.. زائف,28 يونيو 2020,fake,مباراة
مسابقات رائجة على فيسبوك وإنستغرام بآلاف وملايين الدولارات … زائف,27 يونيو 2020,fake,كرة القدم
استنشاق القرنفل بعد غليه يقتل الفيروس الموجود في الرئتين.. زائف,26 يونيو 2020,fake,دواء
اللايغر هو أضخم قط في العالم ناتج عن تهجين أسد مع نمرة (صورة) – زائف جزئيًا,26 يونيو 2020,fake,صحي
تخزين البصل ولو لليلة واحدة بعد تقطيعه يجعله سامًّا جدًّا.. زائف,26 يونيو 2020,fake,جهاز
هذا الفيديو لرئيس منظمة الصحة العالمية يرقص في ملهى متجاهلًا إرشادات الوقاية من كورونا ساخر وليس حقيقي,26 يونيو 2020,real,رئيس
الليزر الصادر من طائرات مسيرة هو سبب الحرائق التي حصلت في كاليفورنيا – مضلل,25 يونيو 2020,fake,رئيس
تُنقل الفيلة في الطائرات مع الكتاكيت (الصيصان) في القفص لتبقى ساكنة – زائف,24 يونيو 2020,fake,كرة القدم
حبة طماطم على شكل وجه إنسان مبتسم – زائف,23 يونيو 2020,fake,ديمقراطية
المكسيك: رمي جثث موتى كورونا في البحر (فيديو) – مضلل,22 يونيو 2020,fake,كرة القدم
سيختفي فيروس كورونا بعد الكسوف الشمسي في 21 يونيو – ساخر,22 يونيو 2020,real,وباء
احذروا سمك الماكريل المستورد جاي و معاه ڤيروس كورونا سارس ٢.. زائف,20 يونيو 2020,fake,حكومة
نمر أثناء صيد غزالة ولدت، فأخذ النمر الصغير واعتنى به حتى كبر – مضلل.,20 يونيو 2020,fake,تنس
صورة حديثة نشرتها سائحة دنماركية للطفل الذي وجدته في نيجيريا.. زائف جزئياً,20 يونيو 2020,fake,رياضة
اكتشاف فيروس جديد أكثر عدوى من فيروس كورونا في بكين.. زائف جزئيا,20 يونيو 2020,fake,وباء
مجموعة شركات أبو هشيمة تقدم صدقات بمناسبة مرور 20 عامًا على تأسيسها..زائف,19 يونيو 2020,fake,تطبيق
الدكتورة دهروف الروسية مخترعة لقاح فيروس كورونا (صورة) – مضلل,18 يونيو 2020,fake,وباء
وزير التعليم المصري: 5 آلاف جنيه تعويض لأسرة أي طالب يتوفى بكورونا.. زائف,18 يونيو 2020,fake,سياسة
صورة طفل عمره 13 عاما قام بتهكير بنك وتحويل النقود لحسابه.. عنوان مضلل,18 يونيو 2020,fake,طب
أمريكا: هتافات لصدام حسين وفلسطين أمام البيت الأبيض (فيديو) – زائف,18 يونيو 2020,fake,ديمقراطية
نائب في البرلمان البرازيلي قرر اقتحام أحد المستشفيات وتفقد عدد حالات كورونا ليكتشف أنه فارغ – مضلل,16 يونيو 2020,fake,برلمان
إغلاق ملف كورونا واعتراف منظمة الصحة العالمية بالمؤامرة ضد البشرية – زائف,14 يونيو 2020,fake,تطبيق
تناول البصل على مرتين يوميا يقي ويعالج كورونا.. زائف,14 يونيو 2020,fake,ديمقراطية
مشعوذ أُحرق في المغرب وهو حي في بث مباشر- عنوان مضلل,14 يونيو 2020,fake,رياضة
شرطي أمريكي يرسل رسالة لترامب حول عدم قدرته على قيادة البلاد بحكمة – مضلل,13 يونيو 2020,fake,وباء
هذا الفيديو مضلل فهو ليس في تونس إنما في إيطاليا,13 يونيو 2020,fake,نفسي
انفجار ضخم في الليل يهز الولايات المتحدة الأمريكية – عنوان مضلل,13 يونيو 2020,fake,وباء
علاج كورونا متوفر في جميع صيدليات العراق – زائف,12 يونيو 2020,fake,علاج
تصريح وزيرة الصحة وجود 600 ألف متبرع بلازما مصري .. خبر زائف,11 يونيو 2020,fake,قرار
مصر تتوصل لعلاج لفيروس كورونا هو ريمدسيفر وتطرحه في الأسواق قريبا.. زائف,10 يونيو 2020,fake,رياضة
أميركي يستغل الاحتجاجات والفوضى ويسرق خنزيرًا وأشياء أخرى – زائف,8 يونيو 2020,fake,مباراة
لحظة خروج الفيل من النهر وهو يخرج من فمه الدخان بعد أن أكل حبة أناناس فيها مفرقعات (فيديو) – مضلل.,7 يونيو 2020,fake,رئيس
صورة لجثث ضحايا فيروس كورونا في أمريكا مصفوفة في الشوارع … عنوان مضلل,4 يونيو 2020,fake,كرة القدم
أمريكا: سرقة بنك وتوزيع النقود على الناس (فيديو) – مضلل,2 يونيو 2020,fake,وباء
حشرة الزيز خطر جديد محتمل يضاف إلى قاموس عام 2020 … خبر صحيح,1 يونيو 2020,real,فريق
أمريكا: الشرطة تطارد شخص سرق دبابة (فيديو) – مضلل,1 يونيو 2020,fake,لعبة
أمير كرارة يعلن اصابته وعائلته بفيروس كورونا وحجره في المشفى العسكري – زائف,1 يونيو 2020,fake,لعبة
سيمبسون يتنبأ بموت جورج فلويد وحريق مبنى الشرطة.. عنوان مضلل,1 يونيو 2020,fake,شبكة
الصابون في أمريكا للبيض فقط ( فيديو).. زائف جزئيا,31 مايو 2020,fake,سياسي
أردني قتل 5 من عناصر الشرطة بعد تسببهم بوفاة ابنته (فيديو) – مضلل.,31 مايو 2020,fake,رياضة
كواكب المجموعة الشمسية ستصطف مسببة وباءً جديدًا وكوارث طبيعية مدمرة… خبر زائف,30 مايو 2020,fake,رياضي
الشيخ عيفان الحلبوسي يرفع علم المثليين ظنا من أنه علم المعارضة الإيرانية – زائف,29 مايو 2020,fake,سياسي
غسل اليدين بالمياه والصابون لا يقتل فيروس كورونا – زائف جزئياً,29 مايو 2020,fake,رئيس
بيل غيتس يسعى للسيطرة على العالم عبر حقن الناس بشرائح عنوةً … خبر زائف,29 مايو 2020,fake,كرة القدم
ألاسكا تشهد أطول نهار في العالم وسيستمر حتى نهاية تموز … خبر صحيح,27 مايو 2020,real,كرة القدم
أطباء إيطاليا يفجرون المفاجأة، ويتهمون منظمة الصحة العالمية باعتماد الخديعة في التعاطي مع كورونا – زائف,26 مايو 2020,fake,وباء
الشاي بالليمون وحبة البركة يوميًّا هو علاج فيروس كورونا والفواكه ترفع المناعة.. زائف جزئيًّا,26 مايو 2020,fake,علاج
وفاة المطربة اللبنانية فيروز – خبر زائف,26 مايو 2020,fake,علاج
عاصفة في بكين تحجب ضوء الشمس في وضح النهار… خبر صحيح,25 مايو 2020,real,كرة القدم
صورة صادمة لممرض أمريكي بعد شفائه من فيروس كورونا … خبر صحيح,23 مايو 2020,real,فريق
فيديو لسيدة تدعي أنه لا يوجد شيء يدعى كورونا وما هو إلا مؤامرة من بيل جيتس – زائف,23 مايو 2020,fake,سياسي
فتيات بحرينيات يهربن من الحجر الصحي بسبب فيروس كورونا … عنوان مضلل,22 مايو 2020,fake,برلمان
فيروس كورونا مر بتحوّلات جينيّة جعلته أضعف من بدايته بكثير – زائف جزئيًا,21 مايو 2020,fake,وباء
أدوية ومسكنات محظور استخدامها تسبب تنشيط فيروس كورونا.. زائف,20 مايو 2020,fake,ابتكار
مسابقات على فيسبوك وجوائز بالملايين لدعم المتضررين من كورونا – زائف,20 مايو 2020,fake,ديمقراطية
البطيخ يسبب أمراضًا بسبب هرمونات ضارة تم قياسها بجهاز خاص… خبر زائف,20 مايو 2020,fake,رياضة
استخدام مضادات الالتهابات غير الإستيرودية مع مرضى كوفيد19,19 مايو 2020,real,مستشفى
دونالد ترامب مصاب بفيروس كورونا حسب قناة فوكس نيوز … خبر زائف,19 مايو 2020,fake,قرار
الحائز على جائزة نوبل في الطب تاسوكو هونجو يصرح بأن فيروس كورونا مصنع بالصين..خبر زائف,18 مايو 2020,fake,كرة القدم
الصحة العالمية الكحول لا يقتل فيروس كورونا المُستجد.. زائف,18 مايو 2020,fake,ديمقراطية
ميكوفيتش: فيروس كورونا مصدره صناعي – زائف,17 مايو 2020,fake,ديمقراطية
علماء يحذرون من أن السبات الشمسي الحالي قد يهدد الحياة على الأرض – زائف جزئياً,17 مايو 2020,fake,مباراة
اكتشاف مومياء في الصين عمرها نحو 1950 عامًا- خبر زائف,16 مايو 2020,fake,قرار
إحصائية: أفضل 40 دولة واجهت “كورونا” خالية من العرب – زائف,16 مايو 2020,fake,تنس
هذه الصورة عمل فني وليست جبل السيدة النائمة بآلاسكا,16 مايو 2020,fake,لعبة
ترامب يعين البروفيسور “منصف السلاوي” للإشراف على تطوير لقاح لفيروس كورونا – صحيح,15 مايو 2020,real,وباء
وفاة الممرضة أحلام الحاجي في مستشفى عبدالرحمن مامي بأريانة.. خبر زائف,15 مايو 2020,fake,سياسة
وزير التربية الفرنسي يجري مقابلة تلفزيونية وهو في المرحاض.. خبر زائف,14 مايو 2020,fake,سياسة
علم المغرب يضيء جبل ماترهورن في سويسرا … خبر صحيح,14 مايو 2020,real,برمجة
إسرائيلي يطلق كلبه على فلسطيني يصلي هو وابنه في الشارع – مضلل.,13 مايو 2020,fake,كرة القدم
هذه صورة منتجع سياحي في سنغافورة وليس في مدينة مرسى علم المصرية,13 مايو 2020,fake,رئيس
فيديوهات مضللة حول دبور قاتل انتشر بعد فيروس كورونا,12 مايو 2020,fake,قانون
“سيمبسون” مرة أخرى يتنبأ بالدبابير القاتلة تغزو الولايات المتحدة أثناء الإغلاق.. مضلل,12 مايو 2020,fake,تقنية
ظهور فرسان على خيولهم في السماء في المنطقة الغربية اثناء مرور عاصفة التنين.. خبر زائف,10 مايو 2020,fake,دواء
السحاب يهبط على ارتفاع منخفض ويسقط فوق المدن والقرى اليمنية … عنوان مضلل,10 مايو 2020,fake,رياضة
دفن الفراخ حية في إيران حتى لا تنخفض أسعارها – خبر صحيح,9 مايو 2020,real,دواء
عاجل إعصار مدمر يضرب أمريكا (بث مباشر) – مضلل.,9 مايو 2020,fake,وباء
طفل عبقري سوري يجد علاجًا لكورونا.. خبر زائف,9 مايو 2020,fake,سياسي
لكي يصاب الإنسان بكورونا يجب أن يصاب ب٧٠ مليار فيروس.. زائف,9 مايو 2020,fake,إنترنت
شبكة CNN : ممارسة الجنس بشكل يومي تقضي على فيروس كورونا – زائف,8 مايو 2020,fake,مباراة
فصل الصيف سيتأخر وعودة الأرض إلى ما كانت عليه قبل 4000 عام …زائف جزئياً,8 مايو 2020,fake,حكومة
التمر تسبب بموت أشخاص بفيروس كورونا لأنه لم يتم غسله… خبر زائف,7 مايو 2020,fake,سياسي
استنشاق ملح البحر الميت يغسل الرئتين ويقضي على فيروس كورونا.. خبر زائف,6 مايو 2020,fake,حكومة
خطير..فيروس كورونا مطور مخبريا لاحتوائه على حصة من فيروس الإيدز – هل هذا صحيح ؟,6 مايو 2020,real,فريق
هذه الصورة لمروحية أباتشي ليست من مداهمات الجيش المصري بسيناء.,6 مايو 2020,fake,برلمان
خروج كيم جونغ أون من المستشفى حاملاً مجسم صاروخ (فيديو) – مضلل.,5 مايو 2020,fake,فريق
قصة زائفة: نجم بوليوود عامر خان تبرع 15 ألف روبية مخزنة في كيلو طحين!,4 مايو 2020,fake,لعبة
مخلوق مجنح غامض يظهر في الفلبّين ويثير الرعب – زائف,4 مايو 2020,fake,رئيس
الادعاء القائل بأن منتج الإير دكتور يقي من فيروس كورونا المستجد هو ادعاء زائف,3 مايو 2020,fake,برلمان
البنتاغون ينشر تسجيلات قديمة لأجسام طائرة غريبة التقطتها قوات البحرية…خبر صحيح,3 مايو 2020,real,رياضة
عصير البرسيم هو العلاج الوحيد لفيروس كورونا الجديد.. خبر زائف,2 مايو 2020,fake,ديمقراطية
ناسا ترصد أكثر من 30 نجمًا في السماء الدنيا سرعتها أكبر من سرعة الصوت- مضلل!,2 مايو 2020,fake,تنس
تقنية 5G تسببت بموت الحيوانات كما أنها تسبب ضررًا لصحة الإنسان… مقطع مضلل,1 مايو 2020,fake,كرة القدم
مباشر من وكالة ناسا: رصد كوكب ضخم يقترب من الاصطدام بالأرض مباشرة! – مضلل,1 مايو 2020,fake,وباء
صحفيان في البيت الأبيض: لقد حصل كل الحاضرين على تلقيح ضد كوفيد19!,30 أبريل 2020,fake,إنترنت
سيمبسون تنبأ بوفاة زعيم كوريا الشمالية وتولّي أخته الحكم – مضلل!,30 أبريل 2020,fake,وباء
شيخة آل الصباح تتعرض للصفع في أمريكا بسبب مخالفتها لقواعد الحجر الصحي كورونا – زائف.,29 أبريل 2020,fake,صحي
العكبر مع غذاء ملكة النحل والاستنشاق بالقرفة والقرنفل كعلاج لكورونا 100% – زائف جزئيًا.,29 أبريل 2020,fake,ديمقراطية
ثقب الأوزون التاريخي قد أغلق بسبب الحجر الصحي – زائف جزئيًا,28 أبريل 2020,fake,ديمقراطية
بث مباشر لجنازة زعيم كوريا الشمالية الحالي “كيم جونغ أون” – زائف!,27 أبريل 2020,fake,رئيس
رئيس مدغشقر يعلن عن نجاح علاج لفيروس كورونا الجديد مستخلص من الشيح.. خبر زائف جزئيا,27 أبريل 2020,fake,علاج
شريحة سيحقن بها كل البشر تحت مسمى لقاح كورونا لتتبعهم وتتحكم بهم – زائف,27 أبريل 2020,fake,وباء
وباء كورونا سببه شبكات الجيل الخامس 5G ولا فائدة من التطعيمات (فيديو) – زائف.,27 أبريل 2020,fake,وباء
بعد انهيار الاقتصاد الأمريكي بسبب أزمة كورونا، ترامب يحطّم مكتبه – ساخر,26 أبريل 2020,real,جائزة
هذه الصورة المنتشرة لجثة زعيم كوريا الشمالية “كيم جونغ أون” .. مفبركة.,26 أبريل 2020,fake,رئيس
ابنة الملياردير أنطونيو فييرا: مات أبي باحثًا عن شيء مجاني وهو الهواء_ زائف جزئيًا,25 أبريل 2020,fake,قانون
طبيب مصري بأمريكا يكتشف علاج لفيروس كورونا بالاستنشاق.. خبر زائف,25 أبريل 2020,fake,علاج
الحبس في منزل أشباح عقوبة مخالفي الحجر المنزلي في إندونيسيا – نعم صحيح!,25 أبريل 2020,real,تنس
هذه الصورة لمنتج لحم خنزير حلال مفبركة والمعلومات المذكورة حوله غير صحيحة,24 أبريل 2020,fake,لعبة
14 شخصاً من آكلي لحوم البشر يموتون بعد أكلهم مهندسًا صينيا مصابًا بكورونا- خبر ساخر,24 أبريل 2020,real,علاج
البروفيسور الفرنسي “راوولت” يتوقع نهاية كورونا في فصل الربيع – رأي شخصي,24 أبريل 2020,real,تنس
صورة طبيبة مصرية توفيت بعد إصابتها بفيروس كورونا – عنوان مضلل,23 أبريل 2020,fake,وباء
في اليابان .. فيديو لخدمات التوصيل في ظل أزمة كورونا – مضلل,23 أبريل 2020,fake,رئيس
النمل يصنع شكل للكعبة ويطوف حولها…عنوان مضلل,22 أبريل 2020,fake,قرار
طبيبان تتحول بشرتهما في الصين إلى اللون الداكن نتيجة إصابة فيروس كورونا لكبدهم – ما الحقيقة؟,22 أبريل 2020,real,كرة القدم
صيحة واصطدام مذنب وكارثة كونية متوقعة يوم الجمعة منتصف رمضان 2020 -خبر زائف,22 أبريل 2020,fake,لعبة
لا وجود لكوكب باسم نيبيرو ولم يُتنبأ بموعد نهاية العالم,21 أبريل 2020,fake,علاج
الأزهر يدرس اقتراح فتوى إفطار رمضان للوقاية من كورونا – خبر زائف,21 أبريل 2020,fake,علاج
رقصة الموت وعلاقتها بزلزال تركيا الذي حدث قبل 20 عامًا – زائف!,20 أبريل 2020,fake,جائزة
مركب MMS يعالج فيروس كورونا وأي عدوى أو مشكلة بالجسم.. خبر زائف,19 أبريل 2020,fake,دواء
إصابة الفنان المصري سعد الصغير بفيروس كورونا – خبر زائف,19 أبريل 2020,fake,ديمقراطية
اندونيسي لا يصلي وارتكب المعاصي وجدوا جثته متفحمة ..خبر زائف!,19 أبريل 2020,fake,رياضة
استنشاق زيت النعناع وزيت القرنفل في ماء ساخن يقتل فيروس كورونا الجديد – خبر زائف,18 أبريل 2020,fake,دواء
مرتبات شهرية للمتضررين من كورونا عن طريق الدخول لرابط إلكتروني ..خبر زائف!,17 أبريل 2020,fake,رئيس
هذه الصور لجندي فلبيني وليس عراقي,16 أبريل 2020,fake,جهاز
عنوان مضلل: ظهور كائن جديد ماهيته غير محددة..,16 أبريل 2020,fake,قرار
مقتل أردني بطلق ناري أثناء الاحتفال بشفائه من فيروس كورونا- عنوان مضلل,16 أبريل 2020,fake,برلمان
عنوان مضلل: إيطاليا تفتح مؤتمرًا بالقرآن الكريم,15 أبريل 2020,fake,مدرب
ملابس لمتوفى كورونا قادمة من أوروبا إلى مصر ستسبّب انتشار هائل لفيروس كورونا – خبر زائف,15 أبريل 2020,fake,وباء
هذه الصورة لا تعود لممرضة مصرية بل برازيليّة,14 أبريل 2020,fake,رئيس
تظهر في الصورة صحفيّة إيطاليّة تبكي طفلًا مات غرقًا وليس أثناء قراءة خبر وفاة زوجها بفيروس كورونا,14 أبريل 2020,fake,ابتكار
مارتن ريس قبل 17 عام يصرّح 2020 هو عام خطأ بيولوجي سيقتل مليون انسان – خبر صحيح,14 أبريل 2020,real,وباء
تناول مزيج يحتوي على بول و حليب الإبل بشكل يومي كعلاج لكورونا…خبر زائف.,13 أبريل 2020,fake,حكومة
انفجار بركان كراكاتوا لأول مرة منذ 137 عاما في أندونيسيا.. خبر زائف جزئيًا,12 أبريل 2020,fake,سياسي
صرّحت منظمة الصحة العالمية بأن الجزائر خارج دائرة خطر فيروس كورونا – تصريح زائف,12 أبريل 2020,fake,تنس
شرطة نيويورك تفرق جنازة لمجموعة من اليهود لرفضهم الحجر الصحي – خبر زائف,12 أبريل 2020,fake,وباء
دكتور علي جمعة ينشر ادّعاء زائف: فيروس كورونا سببه تقنية الجيل الخامس 5G,11 أبريل 2020,fake,كرة القدم
محمد بن زايد يقدّم جوائز مالية عن روح والده – خبر زائف,11 أبريل 2020,fake,وباء
فيديو إيطاليا تهتف : تحيا مصر – فيديو زائف,11 أبريل 2020,fake,رئيس
معبد يهودي في نيويورك يخبئ كميات هائلة من الكمامات الطبية ..زائف جزئياً!,11 أبريل 2020,fake,حكومة
القبض على من تجاوزت أعمارهم ال50 عامًا بطريقة مهينة في إسبانيا (بالفيديو) – خبر زائف !,10 أبريل 2020,fake,سياسي
الشرطة الإسبانيّة تشجّع الأطباء بعدما همّوا بالاستسلام لكورونا- عنوان مضلل,10 أبريل 2020,fake,كرة القدم
مصر تخترع علاج فيروس كورونا..خبر زائف,10 أبريل 2020,fake,علاج
منظمة الصحة العالمية تحتفل بمدينة ووهان بعد نجاح علاج كورونا – زائف,9 أبريل 2020,fake,علاج
اغتيال العالم التونسي محمود بزرتي بعد إعلان تجاربه لاكتشاف لقاح فيروس كورونا..خبر زائف,8 أبريل 2020,fake,علاج
استخدام البيتادين لعلاج الأعراض الأولى لكورونا..خبر زائف,6 أبريل 2020,fake,علاج
زائف: الطيور تسقط بكثرة في شوراع روما بسبب غازات كورونا السامة !,6 أبريل 2020,fake,صحة
زلزال يضرب الصين بعد انتهاء كورونا- خبر زائف,6 أبريل 2020,fake,علاج
زائف : فرنسا تصدر مادة البلاستيك للعرب والمسلمين على أنها دقيق القمح.,5 أبريل 2020,fake,علاج
الشلولو من أكفأ مضادات الكورونا وغيرها من الفيروسات.. خبر زائف,5 أبريل 2020,fake,فريق
الهندسة الاجتماعية ودورها في انتشار الأخبار الكاذبة,5 أبريل 2020,real,دواء
زائف: قصيدة تتنبأ بكورونا منذ عام 565هـ ترِد في كتاب عظائم الدهور لأبي علي الدبيزي,4 أبريل 2020,fake,تنس
حرارة الصيف المرتفعة ستقضي على فيروس كورونا الجديد.. زائف جزئياً,2 أبريل 2020,fake,قرار
رقية ترامب من قبل شيخ مغربي للوقاية من فيروس كورونا…فيديو ساخر.,2 أبريل 2020,real,فريق
وفاة الطفلة الايرانية صاحبة الابتسامة البريئة annahiita بفايروس كورونا – خبر زائف,2 أبريل 2020,fake,علاج
انتحار أمريكي بعد إصابته بفيروس كورونا . عنوان مضلل,2 أبريل 2020,fake,قانون
وصفة مخفوق الليمون والقرنفل المطحون علاج لفيروس كورونا – زائف,1 أبريل 2020,fake,علاج
هذه الصور ليست لسقوط نيزك في نيجريا ، إنما انفجار حمولة متفجرات,1 أبريل 2020,fake,كرة القدم
مصرع 59 شخص في كينيا بعد أن أمرهم كاهن كنيسة بشرب الديتول للوقاية من كورونا.. عنوان مضلل,1 أبريل 2020,fake,رئيس
تأكد من سلامتك من فيروس كورونا أونلاين .. الفحص زائف!,1 أبريل 2020,fake,فريق
في ايطاليا الناس يرمون أموالهم في الشوارع من اليأس .. عنوان مضلل وصور من قارة أخرى!,31 مارس 2020,fake,علاج
فيديو لرفع الأذان من مدينة غرناطة لأول مرة منذ 500 سنة – فيديو زائف,31 مارس 2020,fake,سياسي
مقطع مرئي عن وضع إيطاليا مع جائحة كورونا.. ما حقيقته ؟,28 مارس 2020,fake,وباء
حسب جامعة كوينزلاند: موزة واحدة في اليوم تحميك من كورونا – خبر زائف,27 مارس 2020,fake,رئيس
سكان ايطاليا تخرج بعد الاستسلام الى الوباء الى الشارع لتوديع العالم.. عنوان مضلل,26 مارس 2020,fake,رياضة
الهواء الساخن أو بخار الماء الموجه للجيوب الأنفية يمكنه الوقاية وعلاج فيروس كورونا.. خبر زائف,26 مارس 2020,fake,رياضي
ظهور فيروس هانتا في الصين.. ما الحقيقة؟,25 مارس 2020,real,كرة القدم
الإيطاليون يقلدون المسلمين في الدعاء والصلاة في ظل أزمة كورونا ..خبر زائف,25 مارس 2020,fake,ابتكار
المسلسل الكوري الذي تنبأ سنة 2018 بأن فيروس كورونا من صنع البشر …ما حقيقته ؟,24 مارس 2020,fake,برلمان
شاب إيطالي انتحر بعد وفاة عائلته بسبب كورونا.. عنوان مضلل ومقطع لا علاقة له بفيروس كورونا,23 مارس 2020,fake,علاج
500 أسد تتجول في شوارع روسيا لتطبيق منع التجول بسبب كورونا …ما الحقيقة ؟,23 مارس 2020,fake,فريق
غزة خالية من الكورونا حسب إعلان منظمة الصحة العالمية – تصريح مفبرك,22 مارس 2020,fake,تنس
وطواط على شكل إنسان فوق قبة إحدى الكنائس…عنوان مضلل وفيديو مصمم بواسطة الكمبيوتر,21 مارس 2020,fake,حكومة
ترامب يحس بالإغماء و الشك بإصابته بكورونا – خبر زائف.,21 مارس 2020,fake,مدرب
غسول الخل الأبيض والملح المركز يسبب شلل لفيروس كورونا.. زائف,20 مارس 2020,fake,ابتكار
مؤامرة فيروس كورونا و شبكة الجيل الخامس (5G)…ما الحقيقة ؟,20 مارس 2020,fake,فريق
الإيبوبروفين يزيد من انتشار كورونا ويؤثر سلبا على صحة المصاب، ما صحة ذلك!,19 مارس 2020,fake,صحة
وثيقة تثبت مؤامرة معهد باستور وصناعته فيروس كورونا المستجد – خبر زائف,19 مارس 2020,fake,مباراة
وفاة جينيفر هالر أول متطوعة لتجربة لقاح كورونا – خبر زائف!,19 مارس 2020,fake,وباء
قطار يحمل اسم فيروس كورونا COVID19 شُوهد عام 2019 .. ما الحقيقة؟,18 مارس 2020,fake,فريق
الوضوء والغرغرة يقضيان على فيروس كورونا العالق بالأنف ، ما صحة ذلك؟,18 مارس 2020,fake,مستشفى
سلالة جديدة من إنفلونزا الطيور تظهر في الفلبين ، ما الحقيقة ؟,17 مارس 2020,real,فريق
كتاب صدر قبل اربعين سنه يتحدث عن فيروس كورونا.. ما الحقيقة؟,17 مارس 2020,fake,صحة
صورة فيروس كورونا تحت المجهر بعد التكبير 2600 مرة…ما الحقيقة ؟,16 مارس 2020,fake,رياضي
تنبأ بن سالوقيه في كتاب أخبار الزمان بأحداث كورونا قبل 1000 سنة.. ما الحقيقة؟,16 مارس 2020,fake,صحة
الخفاش هو مصدر وباء الكورونا، و الدليل بالفيديو …هل هذا صحيح ؟,14 مارس 2020,fake,وباء
الحرم المكي في زمن الكورونا.. ما حقيقة صوره محزنه للحرم وبكاء الإمام؟,13 مارس 2020,fake,دواء
مقدمة ابن خلدون ذكرت فوائد الغبار وكيف تخلصنا من الفيروسات !ما حقيقة ذلك؟,13 مارس 2020,fake,رئيس
انتاج تركيا كمامة ذكية للقضاء على فيروس كورونا.. ما الحقيقة؟,12 مارس 2020,fake,مستشفى
نجاح مصل مصري في علاج فيروس كورونا بالصين بعد تسليمه لهم.. ما الحقيقة؟,10 مارس 2020,fake,علاج
فيروس كورونا الجديد تحت المجهر.. تعرف على كل التفاصيل.,10 مارس 2020,real,مستشفى
أسد في إحدى الغابات يشاهد شيئا عند موته لا نراه! ما حقيقة ذلك؟,7 مارس 2020,fake,رئيس
أغنية صينية تعتذر للمسلمين وللإيغور بسبب فيروس كورونا! ما حقيقة ذلك ؟,4 مارس 2020,fake,لعبة
فيديو لطفل ينظر لنفسه في المرآة فيظهر بشكل مختلف ما حقيقة ذلك؟,3 مارس 2020,real,رئيس
حلق شعر الممرضات في الصين بالإجبار وذلك لانتقال كورونا من خلاله، ما صحة ذلك؟,2 مارس 2020,fake,صحة
بدأت الصين بإنتاج لحم البقر من جثث شعبها وإرساله إلى إفريقيا.. ما الحقيقة؟,2 مارس 2020,fake,فريق
“الأرز البلاستيكي” وما يشاع عنه بين الحقيقة والخرافة,29 فبراير 2020,real,طب
